A,B,C,D,Date,E,F,G,GeoID,H,I,J,K,L,M,N,O,P,R,S,SUMLEV,T,U,date,state,county
502,7,16.0,7797.0,Apr_26_2020,362.0,25,5.24,56,0.0,80,18.96,428,578.38,5,250.0,7,,0.09,0.0,states,86.28,1.2,2020-04-26,Wyoming,
14,2,,51.0,Apr_26_2020,14.0,0,0.0,69,0.0,0,0.0,0,,0,0.0,0,,,,states,,,2020-04-26,Northern Mariana Islands,
997,6,2.0,1387.0,Apr_26_2020,141.0,0,0.0,66,0.0,189,23.39,944,1781.13,0,0.0,5,500.0,,,states,,,2020-04-26,Guam,
6421,219,384.0,67281.0,Apr_26_2020,6270.0,208,3.35,01,2.82,1518,30.96,5782,904.85,59,36.88,215,5375.0,0.13,0.0,states,131.99,4.5,2020-04-26,Alabama,
59,4,,700.0,Apr_26_2020,57.0,2,3.51,78,0.0,6,11.32,40,210.53,1,33.33,4,,,,states,,,2020-04-26,Virgin Islands,
1371,84,146.0,9313.0,Apr_26_2020,1371.0,64,4.9,72,1.2,158,13.03,1292,1635.44,43,104.88,81,2700.0,0.04,0.0,states,40.48,2.48,2020-04-26,Puerto Rico,
32130,1087,,324325.0,Apr_27_2020,32138.0,610,1.94,12,1.3,5080,18.78,28092,695.69,265,32.24,1031,1841.07,0.16,0.01,states,155.98,5.28,2020-04-27,Florida,
855,46,33.0,13819.0,Apr_27_2020,862.0,4,0.47,50,2.22,39,4.78,644,305.21,9,24.32,34,283.33,0.14,0.01,states,136.81,7.36,2020-04-27,Vermont,
13534,458,1455.0,67144.0,Apr_27_2020,13535.0,565,4.36,51,2.23,4545,50.56,12795,1731.39,158,52.67,441,2594.12,0.16,0.01,states,160.86,5.44,2020-04-27,Virginia,
3892,185,402.0,14524.0,Apr_27_2020,3892.0,51,1.33,11,3.93,965,32.97,3588,1180.26,80,76.19,181,4525.0,0.57,0.03,states,568.59,27.03,2020-04-27,District of Columbia,
3487,54,,19335.0,Apr_27_2020,3028.0,361,11.55,31,0.0,1841,111.85,3365,2758.2,21,63.64,52,2600.0,0.18,0.0,states,183.07,2.84,2020-04-27,Nebraska,
4162,125,325.0,15454.0,Apr_27_2020,4162.0,128,3.17,10,4.17,1417,51.62,3948,1844.86,53,73.61,120,2400.0,0.44,0.01,states,438.34,13.16,2020-04-27,Delaware,
25997,2012,1758.0,54542.0,Apr_27_2020,25269.0,728,2.88,09,4.52,6182,31.2,24473,1605.84,681,51.16,1979,5996.97,0.73,0.06,states,725.87,56.18,2020-04-27,Connecticut,
449,14,11.0,12584.0,Apr_27_2020,449.0,1,0.22,30,0.0,16,3.7,302,205.44,2,16.67,13,1300.0,0.04,0.0,states,43.1,1.34,2020-04-27,Montana,
1023,51,39.0,16784.0,Apr_27_2020,1023.0,8,0.79,23,2.0,148,16.91,812,384.83,16,45.71,50,5000.0,0.08,0.0,states,76.75,3.83,2020-04-27,Maine,
27111,1740,1683.0,119921.0,Apr_27_2020,27068.0,279,1.04,22,0.64,2588,10.55,23796,717.83,412,31.02,1603,1170.07,0.58,0.04,states,581.33,37.31,2020-04-27,Louisiana,
13804,705,1007.0,49833.0,Apr_27_2020,13441.0,364,2.71,08,3.98,3698,36.59,11743,569.77,257,57.37,661,1502.27,0.25,0.01,states,249.57,12.75,2020-04-27,Colorado,
13958,771,536.0,174592.0,Apr_27_2020,15566.0,214,1.56,53,1.85,1703,13.9,9647,223.78,110,16.64,578,299.48,0.19,0.01,states,191.35,10.57,2020-04-27,Washington,
45208,1800,4878.0,509945.0,Apr_27_2020,43464.0,1517,3.47,06,4.9,11346,33.51,39642,712.22,577,47.18,1678,1375.41,0.12,0.0,states,115.48,4.6,2020-04-27,California,
56462,3003,3892.0,188425.0,Apr_27_2020,56462.0,1524,2.77,25,3.59,16819,42.43,52205,1226.33,1194,66.0,2959,6725.0,0.83,0.04,states,826.65,43.97,2020-04-27,Massachusetts,
7171,296,679.0,63935.0,Apr_27_2020,7171.0,174,2.49,29,4.96,1364,23.49,6334,756.75,95,47.26,285,2590.91,0.12,0.0,states,117.75,4.86,2020-04-27,Missouri,
1078,37,100.0,41976.0,Apr_27_2020,1063.0,24,2.28,54,8.82,170,18.72,965,853.98,11,42.31,37,,0.06,0.0,states,58.94,2.02,2020-04-27,West Virginia,
38457,3406,2667.0,140972.0,Apr_27_2020,44709.0,454,1.19,26,2.78,6528,20.45,33823,729.89,940,38.12,3294,2941.07,0.39,0.03,states,386.21,34.21,2020-04-27,Michigan,
6081,281,337.0,61311.0,Apr_27_2020,7161.0,170,2.88,55,2.55,1582,35.16,5039,483.59,50,21.65,264,1552.94,0.11,0.0,states,105.24,4.86,2020-04-27,Wisconsin,
3069,51,109.0,37440.0,Apr_27_2020,3017.0,68,2.27,05,2.0,1098,55.71,2660,650.37,9,21.43,46,920.0,0.1,0.0,states,102.62,1.71,2020-04-27,Arkansas,
6716,277,647.0,59827.0,Apr_27_2020,6716.0,190,2.91,04,0.0,1652,32.62,5943,768.82,86,45.03,262,1746.67,0.1,0.0,states,96.68,3.99,2020-04-27,Arizona,
19574,945,1513.0,85489.0,Apr_27_2020,19487.0,910,4.88,24,3.85,5824,42.36,18508,1736.21,363,62.37,935,9350.0,0.33,0.02,states,326.05,15.74,2020-04-27,Maryland,
4708,219,,34123.0,Apr_27_2020,4690.0,70,1.51,32,6.31,878,22.92,3970,537.94,56,34.36,205,1464.29,0.16,0.01,states,161.08,7.49,2020-04-27,Nevada,
4236,41,,95962.0,Apr_27_2020,4233.0,113,2.74,49,0.0,1023,31.84,3628,596.71,13,46.43,39,1950.0,0.14,0.0,states,139.1,1.35,2020-04-27,Utah,
1938,60,101.0,17860.0,Apr_27_2020,1864.0,74,3.97,33,0.0,491,33.93,1724,805.61,18,42.86,58,2900.0,0.14,0.0,states,144.24,4.47,2020-04-27,New Hampshire,
16137,932,1493.0,68515.0,Apr_27_2020,15961.0,950,6.26,18,0.43,4353,36.94,14898,1202.42,266,39.94,894,2352.63,0.24,0.01,states,243.12,14.04,2020-04-27,Indiana,
2354,92,249.0,48844.0,Apr_27_2020,2354.0,43,1.86,41,1.1,398,20.35,1874,390.42,17,22.67,79,607.69,0.06,0.0,states,57.67,2.25,2020-04-27,Oregon,
7708,233,266.0,43915.0,Apr_27_2020,7972.0,269,3.62,44,3.1,2618,51.43,7469,3125.1,78,50.32,231,11550.0,0.73,0.02,states,729.5,22.05,2020-04-27,Rhode Island,
5613,177,,45271.0,Apr_27_2020,5490.0,123,2.24,45,1.72,1174,26.45,4952,749.17,53,42.74,162,1080.0,0.11,0.0,states,113.26,3.57,2020-04-27,South Carolina,
3280,197,306.0,49891.0,Apr_27_2020,3280.0,27,0.83,40,1.03,600,22.39,2903,770.03,54,37.76,182,1213.33,0.08,0.01,states,83.71,5.03,2020-04-27,Oklahoma,
45883,1992,4672.0,181745.0,Apr_27_2020,45883.0,1980,4.51,17,2.52,14375,45.62,42336,1193.57,633,46.58,1942,3884.0,0.36,0.02,states,357.86,15.54,2020-04-27,Illinois,
2246,11,61.0,14130.0,Apr_27_2020,2245.0,33,1.49,46,0.0,561,33.29,2178,3202.94,4,57.14,10,1000.0,0.26,0.0,states,259.87,1.27,2020-04-27,South Dakota,
5868,127,300.0,32282.0,Apr_27_2020,5868.0,378,6.89,19,7.63,2693,84.82,5570,1869.13,48,60.76,124,4133.33,0.19,0.0,states,187.33,4.05,2020-04-27,Iowa,
1917,58,36.0,18127.0,Apr_27_2020,1897.0,20,1.05,16,3.57,181,10.43,1655,631.68,10,20.83,53,1060.0,0.11,0.0,states,113.58,3.44,2020-04-27,Idaho,
9739,184,618.0,144484.0,Apr_27_2020,9918.0,304,3.22,47,1.1,2745,39.25,8376,614.53,28,17.95,178,2966.67,0.15,0.0,states,146.43,2.77,2020-04-27,Tennessee,
600,16,,28404.0,Apr_27_2020,606.0,1,0.17,15,14.29,22,3.81,449,297.35,6,60.0,16,,0.04,0.0,states,42.19,1.13,2020-04-27,Hawaii,
16325,753,,103692.0,Apr_27_2020,16325.0,362,2.27,39,3.43,3406,26.36,14919,1061.1,244,47.94,728,2912.0,0.14,0.01,states,140.23,6.47,2020-04-27,Ohio,
942,19,23.0,21492.0,Apr_27_2020,942.0,75,8.65,38,11.76,315,50.24,849,912.9,6,46.15,18,1800.0,0.13,0.0,states,125.23,2.53,2020-04-27,North Dakota,
3407,126,,23839.0,Apr_27_2020,3328.0,209,6.54,20,5.0,1377,67.83,3135,1152.57,25,24.75,120,2000.0,0.12,0.0,states,117.13,4.33,2020-04-27,Kansas,
25963,699,1563.0,265220.0,Apr_27_2020,25297.0,754,2.99,48,3.4,5928,29.59,23582,990.42,176,33.65,669,2230.0,0.09,0.0,states,93.11,2.51,2020-04-27,Texas,
9035,331,473.0,100778.0,Apr_27_2020,9142.0,205,2.32,37,7.12,2271,33.57,8063,829.53,144,77.01,327,8175.0,0.09,0.0,states,88.97,3.26,2020-04-27,North Carolina,
4146,216,308.0,44400.0,Apr_27_2020,4074.0,72,1.77,21,2.37,1096,35.93,3752,952.28,61,39.35,207,2300.0,0.09,0.0,states,93.37,4.86,2020-04-27,Kentucky,
296991,22267,12819.0,534099.0,Apr_27_2020,291996.0,4077,1.39,36,2.12,45383,18.04,243474,454.95,3855,20.94,21332,2281.5,1.51,0.11,states,1513.83,113.5,2020-04-27,New York,
23229,981,,103256.0,Apr_27_2020,23913.0,770,3.43,13,8.16,4782,25.92,20782,849.28,214,27.9,902,1141.77,0.23,0.01,states,225.58,9.53,2020-04-27,Georgia,
2825,104,148.0,53889.0,Apr_27_2020,2726.0,97,3.56,35,5.05,854,43.33,2615,1245.24,46,79.31,102,5100.0,0.14,0.0,states,135.01,4.97,2020-04-27,New Mexico,
111188,6044,6407.0,116587.0,Apr_27_2020,111188.0,2150,1.97,34,1.79,22382,25.2,100064,899.53,1667,38.09,5904,4217.14,1.25,0.07,states,1251.86,68.05,2020-04-27,New Jersey,
6094,229,590.0,57368.0,Apr_27_2020,6094.0,183,3.1,28,0.88,1582,35.06,5425,810.91,60,35.5,216,1661.54,0.2,0.01,states,203.9,7.66,2020-04-27,Mississippi,
343,7,10.0,15911.0,Apr_27_2020,345.0,4,1.18,02,0.0,24,7.52,241,236.27,0,0.0,6,600.0,0.05,0.0,states,46.44,0.95,2020-04-27,Alaska,
43728,1946,2800.0,161372.0,Apr_27_2020,42050.0,1019,2.39,42,4.01,9723,28.59,40913,1453.39,580,42.46,1911,5460.0,0.34,0.02,states,341.86,15.21,2020-04-27,Pennsylvania,
59,4,,716.0,Apr_27_2020,59.0,0,0.0,78,0.0,5,9.26,40,210.53,1,33.33,4,,,,states,,,2020-04-27,Virgin Islands,
14,2,,51.0,Apr_27_2020,14.0,0,0.0,69,0.0,0,0.0,12,600.0,0,0.0,2,,,,states,,,2020-04-27,Northern Mariana Islands,
1113,6,3.0,1424.0,Apr_27_2020,144.0,116,11.63,66,0.0,302,37.24,1056,1852.63,0,0.0,5,500.0,,,states,,,2020-04-27,Guam,
1388,84,140.0,9313.0,Apr_27_2020,1389.0,17,1.24,72,0.0,136,10.86,1288,1288.0,42,100.0,81,2700.0,0.04,0.0,states,40.98,2.48,2020-04-27,Puerto Rico,
6539,228,426.0,67498.0,Apr_27_2020,6499.0,118,1.84,01,4.11,1461,28.77,5819,808.19,64,39.02,224,5600.0,0.13,0.0,states,134.42,4.69,2020-04-27,Alabama,
3816,286,292.0,60503.0,Apr_27_2020,6187.0,214,5.94,27,5.15,1346,54.49,3374,763.35,143,100.0,281,5620.0,0.07,0.01,states,69.04,5.17,2020-04-27,Minnesota,
520,7,16.0,7797.0,Apr_27_2020,370.0,18,3.59,56,0.0,94,22.07,435,511.76,5,250.0,7,,0.09,0.0,states,89.37,1.2,2020-04-27,Wyoming,
4343,45,,98096.0,Apr_28_2020,4343.0,107,2.53,49,9.76,1042,31.57,3624,504.03,13,40.62,43,2150.0,0.14,0.0,states,142.61,1.48,2020-04-28,Utah,
46570,1884,4983.0,532577.0,Apr_28_2020,45031.0,1362,3.01,06,4.67,10726,29.92,40249,636.75,568,43.16,1752,1327.27,0.12,0.0,states,118.96,4.81,2020-04-28,California,
4375,231,313.0,44653.0,Apr_28_2020,4146.0,229,5.52,21,6.94,1182,37.02,3936,896.58,59,34.3,222,2466.67,0.1,0.01,states,98.53,5.2,2020-04-28,Kentucky,
6342,239,639.0,58070.0,Apr_28_2020,6342.0,248,4.07,28,4.37,1626,34.48,5583,735.57,56,30.6,225,1607.14,0.21,0.01,states,212.19,8.0,2020-04-28,Mississippi,
7926,239,266.0,45689.0,Apr_28_2020,8296.0,218,2.83,44,2.58,2426,44.11,7632,2595.92,68,39.77,236,7866.67,0.75,0.02,states,750.13,22.62,2020-04-28,Rhode Island,
26868,738,1682.0,274213.0,Apr_28_2020,26171.0,905,3.49,48,5.58,5919,28.25,24146,887.07,186,33.7,703,2008.57,0.1,0.0,states,96.35,2.65,2020-04-28,Texas,
349,7,16.0,16738.0,Apr_28_2020,351.0,6,1.75,02,0.0,22,6.73,235,206.14,0,0.0,5,250.0,0.05,0.0,states,47.26,0.95,2020-04-28,Alaska,
2010,60,99.0,18207.0,Apr_28_2020,1938.0,72,3.72,33,0.0,519,34.81,1752,679.07,18,42.86,57,1900.0,0.15,0.0,states,149.6,4.47,2020-04-28,New Hampshire,
3994,190,,14891.0,Apr_28_2020,3994.0,102,2.62,11,2.7,896,28.92,3652,1067.84,78,69.64,185,3700.0,0.58,0.03,states,583.49,27.76,2020-04-28,District of Columbia,
9974,190,611.0,151876.0,Apr_28_2020,10052.0,235,2.41,47,3.26,2657,36.31,8405,535.69,31,19.5,183,2614.29,0.15,0.0,states,149.96,2.86,2020-04-28,Tennessee,
1952,60,41.0,18135.0,Apr_28_2020,1917.0,35,1.83,16,3.45,186,10.53,1642,529.68,9,17.65,54,900.0,0.12,0.0,states,115.65,3.55,2020-04-28,Idaho,
113856,6442,6476.0,120503.0,Apr_28_2020,113856.0,2668,2.4,34,6.59,21469,23.24,100470,750.56,1689,35.54,6281,3901.24,1.28,0.07,states,1281.9,72.53,2020-04-28,New Jersey,
14165,792,436.0,179707.0,Apr_28_2020,15798.0,207,1.48,53,2.72,1755,14.14,9268,189.26,109,15.96,583,278.95,0.19,0.01,states,194.19,10.86,2020-04-28,Washington,
451,15,10.0,12740.0,Apr_28_2020,451.0,2,0.45,30,7.14,14,3.2,290,180.12,3,25.0,14,1400.0,0.04,0.0,states,43.29,1.44,2020-04-28,Montana,
1040,51,33.0,16784.0,Apr_28_2020,1040.0,17,1.66,23,0.0,152,17.12,787,311.07,15,41.67,48,1600.0,0.08,0.0,states,78.03,3.83,2020-04-28,Maine,
26312,2089,1732.0,66433.0,Apr_28_2020,26312.0,315,1.21,09,3.83,5952,29.23,24319,1220.22,666,46.8,2055,6044.12,0.73,0.06,states,734.66,58.33,2020-04-28,Connecticut,
5735,192,,46532.0,Apr_28_2020,5613.0,122,2.17,45,8.47,1127,24.46,4960,640.0,57,42.22,176,1100.0,0.12,0.0,states,115.72,3.87,2020-04-28,South Carolina,
9568,353,463.0,103184.0,Apr_28_2020,9568.0,533,5.9,37,6.65,2617,37.65,8402,720.58,136,62.67,347,5783.33,0.09,0.0,states,94.21,3.48,2020-04-28,North Carolina,
6948,297,737.0,60490.0,Apr_28_2020,6948.0,232,3.45,04,7.22,1697,32.32,6018,647.1,84,39.44,279,1550.0,0.1,0.0,states,100.02,4.28,2020-04-28,Arizona,
14338,492,1508.0,68959.0,Apr_28_2020,14339.0,804,5.94,51,7.42,4709,48.9,13449,1512.82,167,51.38,470,2136.36,0.17,0.01,states,170.41,5.85,2020-04-28,Virginia,
39469,3566,2623.0,148910.0,Apr_28_2020,45538.0,1012,2.63,26,4.7,6533,19.84,33983,619.45,868,32.17,3434,2601.52,0.4,0.04,states,396.38,35.81,2020-04-28,Michigan,
6376,136,304.0,33447.0,Apr_28_2020,6376.0,508,8.66,19,7.09,2735,75.12,6040,1797.62,53,63.86,132,3300.0,0.2,0.0,states,203.54,4.34,2020-04-28,Iowa,
48102,2132,4738.0,194087.0,Apr_28_2020,48102.0,2219,4.84,17,7.03,15043,45.5,43487,942.3,653,44.15,2061,2902.82,0.38,0.02,states,375.17,16.63,2020-04-28,Illinois,
3410,207,288.0,56289.0,Apr_28_2020,3410.0,130,3.96,40,5.08,603,21.48,2981,694.87,43,26.22,191,1193.75,0.09,0.01,states,87.03,5.28,2020-04-28,Oklahoma,
862,46,29.0,13947.0,Apr_28_2020,862.0,7,0.82,50,0.0,44,5.38,627,266.81,7,17.95,34,283.33,0.14,0.01,states,137.93,7.36,2020-04-28,Vermont,
1096,38,87.0,41976.0,Apr_28_2020,1079.0,18,1.67,54,2.7,167,17.98,972,783.87,12,46.15,37,3700.0,0.06,0.0,states,59.92,2.08,2020-04-28,West Virginia,
2385,99,249.0,48844.0,Apr_28_2020,2354.0,31,1.32,41,7.61,383,19.13,1836,334.43,21,26.92,86,661.54,0.06,0.0,states,58.43,2.43,2020-04-28,Oregon,
32838,1170,,334029.0,Apr_28_2020,32846.0,708,2.2,12,7.64,4977,17.86,27895,564.33,304,35.1,1110,1850.0,0.16,0.01,states,159.42,5.68,2020-04-28,Florida,
3127,57,104.0,37560.0,Apr_28_2020,3111.0,58,1.89,05,11.76,865,38.24,2678,596.44,14,32.56,51,850.0,0.1,0.0,states,104.56,1.91,2020-04-28,Arkansas,
7306,324,655.0,66200.0,Apr_28_2020,7303.0,135,1.88,29,9.46,1365,22.98,6404,709.98,103,46.61,312,2600.0,0.12,0.01,states,119.97,5.32,2020-04-28,Missouri,
3613,56,,20247.0,Apr_28_2020,3358.0,126,3.61,31,3.7,1887,109.33,3475,2518.12,18,47.37,54,2700.0,0.19,0.0,states,189.68,2.94,2020-04-28,Nebraska,
4575,137,337.0,16605.0,Apr_28_2020,4575.0,413,9.92,10,9.6,1644,56.09,4343,1871.98,55,67.07,131,2183.33,0.48,0.01,states,481.84,14.43,2020-04-28,Delaware,
27329,1801,1666.0,123822.0,Apr_28_2020,27286.0,218,0.8,22,3.51,2475,9.96,23790,672.22,396,28.19,1648,1077.12,0.59,0.04,states,586.0,38.62,2020-04-28,Louisiana,
4812,225,,35314.0,Apr_28_2020,4805.0,104,2.21,32,2.74,875,22.23,3892,423.04,62,38.04,210,1400.0,0.16,0.01,states,164.63,7.7,2020-04-28,Nevada,
58302,3153,3875.0,196198.0,Apr_28_2020,58302.0,1840,3.26,25,5.0,17103,41.51,53347,1076.63,1192,60.79,3105,6468.75,0.85,0.05,states,853.59,46.16,2020-04-28,Massachusetts,
6289,300,544.0,63535.0,Apr_28_2020,7391.0,208,3.42,55,6.76,1669,36.13,5169,461.52,57,23.46,283,1664.71,0.11,0.01,states,108.84,5.19,2020-04-28,Wisconsin,
3601,127,,24599.0,Apr_28_2020,3491.0,194,5.69,20,0.79,1487,70.34,3268,981.38,20,18.69,120,1714.29,0.12,0.0,states,123.8,4.37,2020-04-28,Kansas,
2314,11,69.0,14299.0,Apr_28_2020,2313.0,68,3.03,46,0.0,559,31.85,2224,2471.11,3,37.5,10,1000.0,0.27,0.0,states,267.73,1.27,2020-04-28,South Dakota,
14239,734,994.0,52462.0,Apr_28_2020,13879.0,435,3.15,08,4.11,3792,36.3,11924,515.08,250,51.65,687,1461.7,0.26,0.01,states,257.43,13.27,2020-04-28,Colorado,
536,7,16.0,8226.0,Apr_28_2020,389.0,16,3.08,56,0.0,94,21.27,448,509.09,1,16.67,7,,0.09,0.0,states,92.12,1.2,2020-04-28,Wyoming,
45323,2092,2781.0,165824.0,Apr_28_2020,43264.0,1595,3.65,42,7.5,9939,28.09,41882,1217.15,472,29.14,2052,5130.0,0.35,0.02,states,354.33,16.36,2020-04-28,Pennsylvania,
16769,799,,106578.0,Apr_28_2020,16769.0,444,2.72,39,6.11,3044,22.18,15104,907.15,242,43.45,769,2563.33,0.14,0.01,states,144.04,6.86,2020-04-28,Ohio,
602,16,,28576.0,Apr_28_2020,607.0,2,0.33,15,0.0,22,3.79,427,244.0,4,33.33,16,,0.04,0.0,states,42.33,1.13,2020-04-28,Hawaii,
16783,992,1518.0,70593.0,Apr_28_2020,16588.0,646,4.0,18,6.44,4569,37.41,15261,1002.69,261,35.7,952,2380.0,0.25,0.01,states,252.85,14.95,2020-04-28,Indiana,
62,4,,719.0,Apr_28_2020,59.0,3,5.08,78,0.0,8,14.81,39,169.57,1,33.33,4,,,,states,,,2020-04-28,Virgin Islands,
20200,1016,1528.0,87672.0,Apr_28_2020,20113.0,626,3.2,24,7.51,5939,41.65,18956,1523.79,364,55.83,1005,9136.36,0.34,0.02,states,336.47,16.92,2020-04-28,Maryland,
1114,6,3.0,1538.0,Apr_28_2020,145.0,1,0.09,66,0.0,262,30.75,1056,1820.69,0,0.0,5,500.0,,,states,,,2020-04-28,Guam,
300276,22777,12646.0,549888.0,Apr_28_2020,295106.0,3285,1.11,36,2.29,44344,17.33,240493,402.28,3737,19.63,21597,1830.25,1.53,0.12,states,1530.58,116.1,2020-04-28,New York,
14,2,,51.0,Apr_28_2020,14.0,0,0.0,69,0.0,0,0.0,12,600.0,0,0.0,2,,,,states,,,2020-04-28,Northern Mariana Islands,
23607,1022,,115405.0,Apr_28_2020,24615.0,378,1.63,13,4.18,4418,23.02,20924,779.87,212,26.17,939,1131.33,0.23,0.01,states,229.25,9.92,2020-04-28,Georgia,
6750,242,530.0,69140.0,Apr_28_2020,6687.0,211,3.23,01,6.14,1423,26.71,5920,713.25,56,30.11,237,4740.0,0.14,0.0,states,138.76,4.97,2020-04-28,Alabama,
2975,110,155.0,55980.0,Apr_28_2020,2823.0,150,5.31,35,5.77,903,43.58,2738,1155.27,45,69.23,108,5400.0,0.14,0.01,states,142.18,5.26,2020-04-28,New Mexico,
1400,86,132.0,9313.0,Apr_28_2020,1400.0,12,0.86,72,2.38,485,53.01,1273,1002.36,43,100.0,81,1620.0,0.04,0.0,states,41.34,2.54,2020-04-28,Puerto Rico,
991,19,25.0,22732.0,Apr_28_2020,991.0,49,5.2,38,0.0,347,53.88,894,921.65,6,46.15,18,1800.0,0.13,0.0,states,131.75,2.53,2020-04-28,North Dakota,
4181,301,314.0,63248.0,Apr_28_2020,6788.0,365,9.56,27,5.24,1614,62.87,3677,729.56,141,88.12,292,3244.44,0.08,0.01,states,75.64,5.45,2020-04-28,Minnesota,
4499,45,,101283.0,Apr_29_2020,4495.0,156,3.59,49,0.0,1048,30.37,3693,458.19,11,32.35,41,1025.0,0.15,0.0,states,147.73,1.48,2020-04-29,Utah,
48904,1961,5011.0,556639.0,Apr_29_2020,46500.0,2334,5.01,06,4.09,11331,30.16,41483,558.99,536,37.61,1814,1234.01,0.12,0.01,states,124.92,5.01,2020-04-29,California,
4538,235,320.0,48036.0,Apr_29_2020,4375.0,163,3.73,21,1.73,1165,34.54,4058,845.42,50,27.03,224,2036.36,0.1,0.01,states,102.2,5.29,2020-04-29,Kentucky,
8247,251,269.0,48143.0,Apr_29_2020,8668.0,321,4.05,44,5.02,2406,41.19,7839,1921.32,70,38.67,247,6175.0,0.78,0.02,states,780.51,23.76,2020-04-29,Rhode Island,
6569,250,677.0,59525.0,Apr_29_2020,6569.0,227,3.58,28,4.6,1675,34.23,5721,674.65,57,29.53,234,1462.5,0.22,0.01,states,219.79,8.36,2020-04-29,Mississippi,
27839,776,1702.0,287736.0,Apr_29_2020,27054.0,971,3.61,48,5.15,6070,27.88,24774,808.29,205,35.9,730,1586.96,0.1,0.0,states,99.83,2.78,2020-04-29,Texas,
2054,66,106.0,18736.0,Apr_29_2020,2010.0,44,2.19,33,10.0,466,29.35,1740,554.14,18,37.5,63,2100.0,0.15,0.0,states,152.87,4.91,2020-04-29,New Hampshire,
353,7,14.0,18764.0,Apr_29_2020,355.0,4,1.15,02,0.0,20,6.01,233,194.17,0,0.0,5,250.0,0.05,0.0,states,47.8,0.95,2020-04-29,Alaska,
4106,205,,15123.0,Apr_29_2020,4106.0,112,2.8,11,7.89,900,28.07,3705,923.94,78,61.42,196,2177.78,0.6,0.03,states,599.86,29.95,2020-04-29,District of Columbia,
10255,196,614.0,158183.0,Apr_29_2020,10366.0,281,2.82,47,3.16,2574,33.51,8534,495.87,27,15.98,183,1407.69,0.15,0.0,states,154.19,2.95,2020-04-29,Tennessee,
1984,60,39.0,26430.0,Apr_29_2020,1952.0,32,1.64,16,0.0,182,10.1,1569,378.07,6,11.11,53,757.14,0.12,0.0,states,117.55,3.55,2020-04-29,Idaho,
116264,6770,6289.0,125054.0,Apr_29_2020,116264.0,2408,2.11,34,5.09,20399,21.28,99628,598.87,1707,33.72,6571,3302.01,1.31,0.08,states,1309.01,76.22,2020-04-29,New Jersey,
14490,805,490.0,184386.0,Apr_29_2020,16042.0,325,2.29,53,1.64,1884,14.95,9310,179.73,109,15.66,584,264.25,0.2,0.01,states,198.65,11.04,2020-04-29,Washington,
1056,52,32.0,19546.0,Apr_29_2020,1056.0,16,1.54,23,1.96,149,16.43,781,284.0,13,33.33,49,1633.33,0.08,0.0,states,79.23,3.9,2020-04-29,Maine,
451,16,5.0,13077.0,Apr_29_2020,451.0,0,0.0,30,6.67,12,2.73,274,154.8,2,14.29,12,300.0,0.04,0.0,states,43.29,1.54,2020-04-29,Montana,
26767,2168,1691.0,68051.0,Apr_29_2020,26767.0,455,1.73,09,3.78,4298,19.13,24196,941.11,624,40.41,2132,5922.22,0.75,0.06,states,747.37,60.53,2020-04-29,Connecticut,
9947,366,551.0,108492.0,Apr_29_2020,9948.0,379,3.96,37,3.68,2727,37.77,8644,663.39,124,51.24,360,6000.0,0.1,0.0,states,97.95,3.6,2020-04-29,North Carolina,
5881,232,,48336.0,Apr_29_2020,5881.0,146,2.55,45,20.83,1120,23.52,4956,535.78,92,65.71,214,1188.89,0.12,0.0,states,118.67,4.68,2020-04-29,South Carolina,
7202,308,756.0,61611.0,Apr_29_2020,7202.0,254,3.66,04,3.7,1743,31.93,6033,516.08,72,30.51,288,1440.0,0.1,0.0,states,103.68,4.43,2020-04-29,Arizona,
6843,148,323.0,34494.0,Apr_29_2020,6843.0,467,7.32,19,8.82,3079,81.8,6419,1513.92,58,64.44,142,2366.67,0.22,0.0,states,218.45,4.72,2020-04-29,Iowa,
40443,3670,2498.0,158373.0,Apr_29_2020,46488.0,974,2.47,26,2.92,6470,19.04,33935,521.44,857,30.47,3473,1762.94,0.41,0.04,states,406.16,36.86,2020-04-29,Michigan,
14961,522,1566.0,70979.0,Apr_29_2020,14961.0,623,4.35,51,6.1,4696,45.75,13941,1366.76,173,49.57,496,1907.69,0.18,0.01,states,177.82,6.2,2020-04-29,Virginia,
50355,2221,5036.0,206312.0,Apr_29_2020,50355.0,2253,4.68,17,4.17,15247,43.43,45285,893.2,644,40.84,2137,2544.05,0.39,0.02,states,392.74,17.32,2020-04-29,Illinois,
3473,214,283.0,57794.0,Apr_29_2020,3473.0,63,1.85,40,3.38,579,20.01,2992,622.04,45,26.63,197,1158.82,0.09,0.01,states,88.64,5.46,2020-04-29,Oklahoma,
862,46,26.0,14155.0,Apr_29_2020,866.0,0,0.0,50,0.0,39,4.74,606,236.72,7,17.95,34,283.33,0.14,0.01,states,137.93,7.36,2020-04-29,Vermont,
1110,40,102.0,41976.0,Apr_29_2020,1095.0,14,1.28,54,5.26,171,18.21,965,665.52,11,37.93,39,3900.0,0.06,0.0,states,60.69,2.19,2020-04-29,West Virginia,
2446,101,227.0,52026.0,Apr_29_2020,2446.0,61,2.56,41,2.02,387,18.8,1839,302.97,23,29.49,85,531.25,0.06,0.0,states,59.92,2.47,2020-04-29,Oregon,
